meter_id,max_score,tier
BLR-KMG-11-0001,0.25537530415558385,NORMAL
BLR-KMG-11-0002,0.3656054410523748,NORMAL
BLR-KMG-11-0003,0.2604856521330406,NORMAL
BLR-KMG-11-0004,0.2967366024683374,NORMAL
BLR-KMG-11-0005,0.32328758938402646,NORMAL
BLR-KMG-11-0006,0.30324619021344607,NORMAL
BLR-KMG-11-0007,0.3609082806875499,NORMAL
BLR-KMG-11-0008,0.47870898357425357,MONITOR
BLR-KMG-11-0009,0.3569037439984737,NORMAL
BLR-KMG-11-0010,0.2676325220104242,NORMAL
BLR-KMG-11-0011,0.33954388210714653,NORMAL
BLR-KMG-11-0012,0.2987606122554721,NORMAL
BLR-KMG-11-0013,0.271382322729079,NORMAL
BLR-KMG-11-0014,0.27964310966431494,NORMAL
BLR-KMG-11-0015,0.3133067682507603,NORMAL
BLR-KMG-11-0016,0.37591152482250145,NORMAL
BLR-KMG-11-0017,0.2901659693995028,NORMAL
BLR-KMG-11-0018,0.35662406018802184,NORMAL
BLR-KMG-11-0019,0.3116675479921306,NORMAL
BLR-KMG-11-0020,0.47676260825101857,MONITOR
BLR-KMG-11-0021,0.42114407615007143,NORMAL
BLR-KMG-11-0022,0.5412461297356048,MONITOR
BLR-KMG-11-0023,0.24149123970573289,NORMAL
BLR-KMG-11-0024,0.31692217307657816,NORMAL
BLR-KMG-11-0025,0.2599946673030298,NORMAL
BLR-KMG-11-0026,0.2602837645370446,NORMAL
BLR-KMG-11-0027,0.28580658922840024,NORMAL
BLR-KMG-11-0028,0.274287024920304,NORMAL
BLR-KMG-11-0029,0.34518742182893025,NORMAL
BLR-KMG-11-0030,0.29436893513447426,NORMAL
BLR-KMG-11-0031,0.2558150828997579,NORMAL
BLR-KMG-11-0032,0.6761710519046293,HIGH
BLR-KMG-11-0033,0.29654251819871363,NORMAL
BLR-KMG-11-0034,0.2838733499401459,NORMAL
BLR-KMG-11-0035,0.2931509817702256,NORMAL
BLR-KMG-11-0036,0.25767055340407086,NORMAL
BLR-KMG-11-0037,0.31170928432529615,NORMAL
BLR-KMG-11-0038,0.2500989580149564,NORMAL
BLR-KMG-11-0039,0.2515819718199539,NORMAL
BLR-KMG-11-0040,0.3090369073516187,NORMAL
BLR-KMG-11-0041,0.3365971776656045,NORMAL
BLR-KMG-11-0042,0.25780092915369024,NORMAL
BLR-KMG-11-0043,0.30048244491536646,NORMAL
BLR-KMG-11-0044,0.3418689018778411,NORMAL
BLR-KMG-11-0045,0.2606586492723365,NORMAL
BLR-KMG-11-0046,0.3565477745735258,NORMAL
BLR-KMG-11-0047,0.305458061342043,NORMAL
BLR-KMG-11-0048,0.29992416867863475,NORMAL
BLR-KMG-11-0049,0.2882208012544644,NORMAL
BLR-KMG-11-0050,0.6294783060948212,MONITOR
BLR-KMG-11-0051,0.23996504480366482,NORMAL
BLR-KMG-11-0052,0.3191127015686187,NORMAL
BLR-KMG-11-0053,0.4219201621205036,NORMAL
BLR-KMG-11-0054,0.2792648275909883,NORMAL
BLR-KMG-11-0055,0.23439467902226352,NORMAL
BLR-KMG-11-0056,0.33364572331188774,NORMAL
BLR-KMG-11-0057,0.27276027505285094,NORMAL
BLR-KMG-11-0058,0.3353174259560962,NORMAL
BLR-KMG-11-0059,0.24351613763771515,NORMAL
BLR-KMG-11-0060,0.6349406954329557,MONITOR
BLR-KMG-11-0061,0.3606324222739624,NORMAL
BLR-KMG-11-0062,0.2887526953809136,NORMAL
BLR-KMG-11-0063,0.4907115153391398,MONITOR
BLR-KMG-11-0064,0.2546189968793209,NORMAL
BLR-KMG-11-0065,0.24395177134993895,NORMAL
BLR-KMG-11-0066,0.26413695100568735,NORMAL
BLR-KMG-11-0067,0.285717801745318,NORMAL
BLR-KMG-11-0068,0.8535656874796121,CRITICAL
BLR-KMG-11-0069,0.30627511014589476,NORMAL
BLR-KMG-11-0070,0.30460128799589675,NORMAL
BLR-KMG-11-0071,0.30018082582269834,NORMAL
BLR-KMG-11-0072,0.3052285578501433,NORMAL
BLR-KMG-11-0073,0.2954319668616385,NORMAL
BLR-KMG-11-0074,0.3423247910107726,NORMAL
BLR-KMG-11-0075,0.25612490764953794,NORMAL
BLR-KMG-11-0076,0.3074859401537094,NORMAL
BLR-KMG-11-0077,0.2909772826990478,NORMAL
BLR-KMG-11-0078,0.24461029657043376,NORMAL
BLR-KMG-11-0079,0.2486802121406147,NORMAL
BLR-KMG-11-0080,0.24215650120672055,NORMAL
BLR-KMG-11-0081,0.3495350441223911,NORMAL
BLR-KMG-11-0082,0.2591102037436292,NORMAL
BLR-KMG-11-0083,0.3036309653938774,NORMAL
BLR-KMG-11-0084,0.2805702659242638,NORMAL
BLR-KMG-11-0085,0.3423614012712342,NORMAL
BLR-KMG-11-0086,0.23961577336260437,NORMAL
BLR-KMG-11-0087,0.3085861757465392,NORMAL
BLR-KMG-11-0088,0.3404318154210476,NORMAL
BLR-KMG-11-0089,0.3800552474760448,NORMAL
BLR-KMG-11-0090,0.34228966156249474,NORMAL
BLR-KMG-11-0091,0.35068276699124373,NORMAL
BLR-KMG-11-0092,0.33994014710604936,NORMAL
BLR-KMG-11-0093,0.2465730629431136,NORMAL
BLR-KMG-11-0094,0.2777293083875735,NORMAL
BLR-KMG-11-0095,0.2918730343264967,NORMAL
BLR-KMG-11-0096,0.34366933326623683,NORMAL
BLR-KMG-11-0097,0.49124996101449614,MONITOR
BLR-KMG-11-0098,0.2512857646525008,NORMAL
BLR-KMG-11-0099,0.2905025738094388,NORMAL
BLR-KMG-11-0100,0.29454413848085564,NORMAL
BLR-KMG-11-0101,0.248113895065588,NORMAL
BLR-KMG-11-0102,0.28175745561933996,NORMAL
BLR-KMG-11-0103,0.2717924965582522,NORMAL
BLR-KMG-11-0104,0.2755825073716375,NORMAL
BLR-KMG-11-0105,0.25647625663460705,NORMAL
BLR-KMG-11-0106,0.2776229952146089,NORMAL
BLR-KMG-11-0107,0.2660875589813283,NORMAL
BLR-KMG-11-0108,0.5334558812765432,MONITOR
BLR-KMG-11-0109,0.312539853358151,NORMAL
BLR-KMG-11-0110,0.33542175156686227,NORMAL
BLR-KMG-11-0111,0.2505028523877993,NORMAL
BLR-KMG-11-0112,0.2928927544606245,NORMAL
BLR-KMG-11-0113,0.24921824360562073,NORMAL
BLR-KMG-11-0114,0.24831839404950642,NORMAL
BLR-KMG-11-0115,0.30250130231226696,NORMAL
BLR-KMG-11-0116,0.24512527424061747,NORMAL
BLR-KMG-11-0117,0.25256798328176544,NORMAL
BLR-KMG-11-0118,0.24800070253363293,NORMAL
BLR-KMG-11-0119,0.28444540146650016,NORMAL
BLR-KMG-11-0120,0.28998904918838864,NORMAL
BLR-KMG-11-0121,0.30426633364758277,NORMAL
BLR-KMG-11-0122,0.27158553447885003,NORMAL
BLR-KMG-11-0123,0.2752113287478665,NORMAL
BLR-KMG-11-0124,0.430092288756897,NORMAL
BLR-KMG-11-0125,0.3441384085726418,NORMAL
BLR-KMG-11-0126,0.27273309488336817,NORMAL
BLR-KMG-11-0127,0.34071990301868516,NORMAL
BLR-KMG-11-0128,0.29909470961252743,NORMAL
BLR-KMG-11-0129,0.3399618128489863,NORMAL
BLR-KMG-11-0130,0.373924793786671,NORMAL
BLR-KMG-11-0131,0.3756359151894922,NORMAL
BLR-KMG-11-0132,0.3043002127016687,NORMAL
BLR-KMG-11-0133,0.3020989418329266,NORMAL
BLR-KMG-11-0134,0.271865723657987,NORMAL
BLR-KMG-11-0135,0.30488325770735225,NORMAL
BLR-KMG-11-0136,0.34007185266826134,NORMAL
BLR-KMG-11-0137,0.3074717510864417,NORMAL
BLR-KMG-11-0138,0.293067391178764,NORMAL
BLR-KMG-11-0139,0.25772197885510684,NORMAL
BLR-KMG-11-0140,0.2730672647658809,NORMAL
BLR-KMG-11-0141,0.29075907381934707,NORMAL
BLR-KMG-11-0142,0.37981530338188535,NORMAL
BLR-KMG-11-0143,0.36056162489874366,NORMAL
BLR-KMG-11-0144,0.4166908385998668,NORMAL
BLR-KMG-11-0145,0.30832327985127456,NORMAL
BLR-KMG-11-0146,0.33555872466740916,NORMAL
BLR-KMG-11-0147,0.2553714186182064,NORMAL
BLR-KMG-11-0148,0.25995188278912473,NORMAL
BLR-KMG-11-0149,0.3090198376977757,NORMAL
BLR-KMG-11-0150,0.5895293060309542,MONITOR
BLR-KMG-11-0151,0.4345995259013321,NORMAL
BLR-KMG-11-0152,0.27456566466427285,NORMAL
BLR-KMG-11-0153,0.28827949356192256,NORMAL
BLR-KMG-11-0154,0.28795543273383417,NORMAL
BLR-KMG-11-0155,0.6959203382008561,HIGH
BLR-KMG-11-0156,0.3242589589033501,NORMAL
BLR-KMG-11-0157,0.24062004809251944,NORMAL
BLR-KMG-11-0158,0.30134568856587957,NORMAL
BLR-KMG-11-0159,0.31043721850817535,NORMAL
BLR-KMG-11-0160,0.35177195275446355,NORMAL
BLR-KMG-11-0161,0.34619292551752934,NORMAL
BLR-KMG-11-0162,0.24287132747581494,NORMAL
BLR-KMG-11-0163,0.3776402982607028,NORMAL
BLR-KMG-11-0164,0.35918443003256717,NORMAL
BLR-KMG-11-0165,0.6458005646674082,MONITOR
BLR-KMG-11-0166,0.26426117426897366,NORMAL
BLR-KMG-11-0167,0.24905917676455763,NORMAL
BLR-KMG-11-0168,0.272883346246849,NORMAL
BLR-KMG-11-0169,0.29317619569627124,NORMAL
BLR-KMG-11-0170,0.30722819774208315,NORMAL
BLR-KMG-11-0171,0.34278136984051877,NORMAL
BLR-KMG-11-0172,0.25177383702090955,NORMAL
BLR-KMG-11-0173,0.2599990364174537,NORMAL
BLR-KMG-11-0174,0.39127131063141046,NORMAL
BLR-KMG-11-0175,0.2676327819704847,NORMAL
BLR-KMG-11-0176,0.3040877910016683,NORMAL
BLR-KMG-11-0177,0.2771042884049445,NORMAL
BLR-KMG-11-0178,0.24363400719436484,NORMAL
BLR-KMG-11-0179,0.474259053591506,MONITOR
BLR-KMG-11-0180,0.27447977072634466,NORMAL
BLR-KMG-12-0181,0.33579476586408974,NORMAL
BLR-KMG-12-0182,0.16349515070984663,NORMAL
BLR-KMG-12-0183,0.33852052999607385,NORMAL
BLR-KMG-12-0184,0.31413684849637336,NORMAL
BLR-KMG-12-0185,0.4989786287082558,MONITOR
BLR-KMG-12-0186,0.1601791851876259,NORMAL
BLR-KMG-12-0187,0.16586355669159936,NORMAL
BLR-KMG-12-0188,0.18235747692069396,NORMAL
BLR-KMG-12-0189,0.13609330516501614,NORMAL
BLR-KMG-12-0190,0.1677899714004415,NORMAL
BLR-KMG-12-0191,0.33688765609295873,NORMAL
BLR-KMG-12-0192,0.1810756910988769,NORMAL
BLR-KMG-12-0193,0.16057951572587245,NORMAL
BLR-KMG-12-0194,0.3041743116975106,NORMAL
BLR-KMG-12-0195,0.13375429765708188,NORMAL
BLR-KMG-12-0196,0.17305671787327123,NORMAL
BLR-KMG-12-0197,0.1697178193269582,NORMAL
BLR-KMG-12-0198,0.17680859204787425,NORMAL
BLR-KMG-12-0199,0.19228047127549452,NORMAL
BLR-KMG-12-0200,0.15358012835161822,NORMAL
BLR-KMG-12-0201,0.17132620771203905,NORMAL
BLR-KMG-12-0202,0.14950985374255626,NORMAL
BLR-KMG-12-0203,0.15262111420514515,NORMAL
BLR-KMG-12-0204,0.6624731737729053,HIGH
BLR-KMG-12-0205,0.4623543858573468,MONITOR
BLR-KMG-12-0206,0.15869887449551345,NORMAL
BLR-KMG-12-0207,0.16057688026201666,NORMAL
BLR-KMG-12-0208,0.20307536116872643,NORMAL
BLR-KMG-12-0209,0.3450725459603903,NORMAL
